,GUID,SMALL_AREA,OBJECTID,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID.x,Clusters
1215,4c07d11e-1c4c-851d-e053-ca3ca8c0ca7f,48057002,9539,IE05,Southern,IE053,South-West,CC,Cork City,17052,48057,St. Patrick's B,48057002,A048057002,7
1254,4c07d11e-1c73-851d-e053-ca3ca8c0ca7f,48051005,9540,IE05,Southern,IE053,South-West,CC,Cork City,17054,48051,Shanakiel,48051005,A048051005,6
1362,4c07d11e-1cdf-851d-e053-ca3ca8c0ca7f,47054007,9541,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054007,A047054007,5
1363,4c07d11e-1ce0-851d-e053-ca3ca8c0ca7f,47054018,9542,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054018,A047054018,5
1375,4c07d11e-1cec-851d-e053-ca3ca8c0ca7f,47054006,9543,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054006,A047054006,2
1376,4c07d11e-1ced-851d-e053-ca3ca8c0ca7f,47320001,9544,IE05,Southern,IE053,South-West,CK,Cork County,18104,47320,Whitechurch,47320001,A047320001,3
1300,4c07d11e-1ca1-851d-e053-ca3ca8c0ca7f,48018006,9545,IE05,Southern,IE053,South-West,CC,Cork City,17018,48018,City Hall B,48018006,A048018006,7
1301,4c07d11e-1ca2-851d-e053-ca3ca8c0ca7f,48018003,9546,IE05,Southern,IE053,South-West,CC,Cork City,17018,48018,City Hall B,48018003,A048018003,7
1386,4c07d11e-1cf7-851d-e053-ca3ca8c0ca7f,48023011,9547,IE05,Southern,IE053,South-West,CC,Cork City,17023,48023,Fair Hill C,48023011,A048023011,2
1387,4c07d11e-1cf8-851d-e053-ca3ca8c0ca7f,48023002,9548,IE05,Southern,IE053,South-West,CC,Cork City,17023,48023,Fair Hill C,48023002,A048023002,4
1388,4c07d11e-1cf9-851d-e053-ca3ca8c0ca7f,48073003,9549,IE05,Southern,IE053,South-West,CC,Cork City,17073,48073,Turners Cross C,48073003,A048073003,5
1307,4c07d11e-1ca8-851d-e053-ca3ca8c0ca7f,48008001,9560,IE05,Southern,IE053,South-West,CC,Cork City,17008,48008,Bishopstown C,48008001,A048008001,5
1308,4c07d11e-1ca9-851d-e053-ca3ca8c0ca7f,48006005,9568,IE05,Southern,IE053,South-West,CC,Cork City,17006,48006,Bishopstown A,48006005,A048006005,5
1333,4c07d11e-1cc2-851d-e053-ca3ca8c0ca7f,48033003,9569,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033003,A048033003,5
1340,4c07d11e-1cc9-851d-e053-ca3ca8c0ca7f,48003005,9570,IE05,Southern,IE053,South-West,CC,Cork City,17003,48003,Ballinlough C,48003005,A048003005,5
1371,4c07d11e-1ce8-851d-e053-ca3ca8c0ca7f,48050005,9571,IE05,Southern,IE053,South-West,CC,Cork City,17050,48050,Pouladuff B,48050005,A048050005,5
1372,4c07d11e-1ce9-851d-e053-ca3ca8c0ca7f,48049002,9572,IE05,Southern,IE053,South-West,CC,Cork City,17049,48049,Pouladuff A,48049002,A048049002,6
1373,4c07d11e-1cea-851d-e053-ca3ca8c0ca7f,48050004,9573,IE05,Southern,IE053,South-West,CC,Cork City,17050,48050,Pouladuff B,48050004,A048050004,6
1384,4c07d11e-1cf5-851d-e053-ca3ca8c0ca7f,48033011,9574,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033011,A048033011,5
1231,4c07d11e-1c5c-851d-e053-ca3ca8c0ca7f,48029005,9575,IE05,Southern,IE053,South-West,CC,Cork City,17028,48029,Gillabbey B,48029005,A048029005,5
1232,4c07d11e-1c5d-851d-e053-ca3ca8c0ca7f,48045004,9576,IE05,Southern,IE053,South-West,CC,Cork City,17045,48045,Mardyke,48045004,A048045004,7
1243,4c07d11e-1c68-851d-e053-ca3ca8c0ca7f,48059003,9577,IE05,Southern,IE053,South-West,CC,Cork City,17059,48059,Sundays Well A,48059003,A048059003,5
1326,4c07d11e-1cbb-851d-e053-ca3ca8c0ca7f,48002007,9578,IE05,Southern,IE053,South-West,CC,Cork City,17002,48002,Ballinlough B,48002007,A048002007,5
1327,4c07d11e-1cbc-851d-e053-ca3ca8c0ca7f,48003006,9579,IE05,Southern,IE053,South-West,CC,Cork City,17003,48003,Ballinlough C,48003006,A048003006,5
1337,4c07d11e-1cc6-851d-e053-ca3ca8c0ca7f,48003003,9580,IE05,Southern,IE053,South-West,CC,Cork City,17003,48003,Ballinlough C,48003003,A048003003,5
1352,4c07d11e-1cd5-851d-e053-ca3ca8c0ca7f,48044008,9581,IE05,Southern,IE053,South-West,CC,Cork City,17044,48044,Mahon C,48044008,A048044008,5
1544,4c07d11e-2066-851d-e053-ca3ca8c0ca7f,48064003,9582,IE05,Southern,IE053,South-West,CC,Cork City,17064,48064,Tivoli A,48064003,A048064003,5
1353,4c07d11e-1cd6-851d-e053-ca3ca8c0ca7f,48044003,9583,IE05,Southern,IE053,South-West,CC,Cork City,17044,48044,Mahon C,48044003,A048044003,5
1364,4c07d11e-1ce1-851d-e053-ca3ca8c0ca7f,48040002,9584,IE05,Southern,IE053,South-West,CC,Cork City,17040,48040,Knockrea A,48040002,A048040002,4
1516,4c07d11e-2041-851d-e053-ca3ca8c0ca7f,48012008,9585,IE05,Southern,IE053,South-West,CC,Cork City,17012,48012,Blackpool B,48012008,A048012008,7
1378,4c07d11e-1cef-851d-e053-ca3ca8c0ca7f,48040001,9586,IE05,Southern,IE053,South-West,CC,Cork City,17040,48040,Knockrea A,48040001,A048040001,4
1569,4c07d11e-208a-851d-e053-ca3ca8c0ca7f,48065008,9587,IE05,Southern,IE053,South-West,CC,Cork City,17065,48065,Tivoli B,48065008,A048065008,5
1570,4c07d11e-208b-851d-e053-ca3ca8c0ca7f,48046012,9588,IE05,Southern,IE053,South-West,CC,Cork City,17046,48046,Mayfield,48046012,A048046012,6
1374,4c07d11e-1ceb-851d-e053-ca3ca8c0ca7f,47054017,9589,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054017,A047054017,5
1286,4c07d11e-1c93-851d-e053-ca3ca8c0ca7f,48017003,9590,IE05,Southern,IE053,South-West,CC,Cork City,17017,48017,City Hall A,48017003,A048017003,7
1287,4c07d11e-1c94-851d-e053-ca3ca8c0ca7f,48001003,9591,IE05,Southern,IE053,South-West,CC,Cork City,17001,48001,Ballinlough A,48001003,A048001003,5
1302,4c07d11e-1ca3-851d-e053-ca3ca8c0ca7f,48018005,9592,IE05,Southern,IE053,South-West,CC,Cork City,17018,48018,City Hall B,48018005,A048018005,4
1303,4c07d11e-1ca4-851d-e053-ca3ca8c0ca7f,48069003,9593,IE05,Southern,IE053,South-West,CC,Cork City,17069,48069,Tramore B,48069003,A048069003,2
1312,4c07d11e-1cad-851d-e053-ca3ca8c0ca7f,48002001,9594,IE05,Southern,IE053,South-West,CC,Cork City,17002,48002,Ballinlough B,48002001,A048002001,5
1313,4c07d11e-1cae-851d-e053-ca3ca8c0ca7f,48002003,9595,IE05,Southern,IE053,South-West,CC,Cork City,17002,48002,Ballinlough B,48002003,A048002003,5
1314,4c07d11e-1caf-851d-e053-ca3ca8c0ca7f,48003001,9596,IE05,Southern,IE053,South-West,CC,Cork City,17003,48003,Ballinlough C,48003001,A048003001,5
1203,4c07d11e-1c40-851d-e053-ca3ca8c0ca7f,47132046,9610,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132046,A047132046,4
1204,4c07d11e-1c41-851d-e053-ca3ca8c0ca7f,47132048,9611,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132048,A047132048,4
1334,4c07d11e-1cc3-851d-e053-ca3ca8c0ca7f,48031002,9612,IE05,Southern,IE053,South-West,CC,Cork City,17030,48031,Glasheen A,48031002,A048031002,5
1345,4c07d11e-1cce-851d-e053-ca3ca8c0ca7f,048030004/01,9613,IE05,Southern,IE053,South-West,CC,Cork City,17029,48030,Gillabbey C,48030004,A048030004,7
1346,4c07d11e-1ccf-851d-e053-ca3ca8c0ca7f,48031001,9614,IE05,Southern,IE053,South-West,CC,Cork City,17030,48031,Glasheen A,48031001,A048031001,4
1385,4c07d11e-1cf6-851d-e053-ca3ca8c0ca7f,48033010,9615,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033010,A048033010,5
1205,4c07d11e-1c42-851d-e053-ca3ca8c0ca7f,48063005,9616,IE05,Southern,IE053,South-West,CC,Cork City,17063,48063,The Lough,48063005,A048063005,5
1206,4c07d11e-1c43-851d-e053-ca3ca8c0ca7f,48063002,9617,IE05,Southern,IE053,South-West,CC,Cork City,17063,48063,The Lough,48063002,A048063002,5
1563,4c07d11e-207f-851d-e053-ca3ca8c0ca7f,47277017,9621,IE05,Southern,IE053,South-West,CK,Cork County,18101,47277,Rathcooney (Part Rural),47277017,A047277017,3
1564,4c07d11e-2080-851d-e053-ca3ca8c0ca7f,48048009,9622,IE05,Southern,IE053,South-West,CC,Cork City,17048,48048,Montenotte B,48048009,A048048009,5
1568,4c07d11e-2089-851d-e053-ca3ca8c0ca7f,48048007,9623,IE05,Southern,IE053,South-West,CC,Cork City,17048,48048,Montenotte B,48048007,A048048007,5
1545,4c07d11e-2067-851d-e053-ca3ca8c0ca7f,48048005,9624,IE05,Southern,IE053,South-West,CC,Cork City,17048,48048,Montenotte B,48048005,A048048005,4
1554,4c07d11e-2073-851d-e053-ca3ca8c0ca7f,48046013,9625,IE05,Southern,IE053,South-West,CC,Cork City,17046,48046,Mayfield,48046013,A048046013,5
1517,4c07d11e-2042-851d-e053-ca3ca8c0ca7f,48012002,9626,IE05,Southern,IE053,South-West,CC,Cork City,17012,48012,Blackpool B,48012002,A048012002,7
1524,4c07d11e-204c-851d-e053-ca3ca8c0ca7f,48011004,9627,IE05,Southern,IE053,South-West,CC,Cork City,17011,48011,Blackpool A,48011004,A048011004,6
1525,4c07d11e-204d-851d-e053-ca3ca8c0ca7f,48011003,9628,IE05,Southern,IE053,South-West,CC,Cork City,17011,48011,Blackpool A,48011003,A048011003,6
1322,4c07d11e-1cb7-851d-e053-ca3ca8c0ca7f,48039014,9629,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039014,A048039014,6
1323,4c07d11e-1cb8-851d-e053-ca3ca8c0ca7f,47298010,9630,IE05,Southern,IE053,South-West,CK,Cork County,18103,47298,St. Mary's (Part Rural),47298010,A047298010,6
1288,4c07d11e-1c95-851d-e053-ca3ca8c0ca7f,48017001,9634,IE05,Southern,IE053,South-West,CC,Cork City,17017,48017,City Hall A,48017001,A048017001,7
1535,4c07d11e-205a-851d-e053-ca3ca8c0ca7f,48011002,9635,IE05,Southern,IE053,South-West,CC,Cork City,17011,48011,Blackpool A,48011002,A048011002,6
1536,4c07d11e-205b-851d-e053-ca3ca8c0ca7f,48061003,9636,IE05,Southern,IE053,South-West,CC,Cork City,17061,48061,The Glen A,48061003,A048061003,6
1542,4c07d11e-2064-851d-e053-ca3ca8c0ca7f,48061006,9637,IE05,Southern,IE053,South-West,CC,Cork City,17061,48061,The Glen A,48061006,A048061006,6
1575,4c07d11e-2095-851d-e053-ca3ca8c0ca7f,48065010,9638,IE05,Southern,IE053,South-West,CC,Cork City,17065,48065,Tivoli B,48065010,A048065010,5
1578,4c07d11e-209e-851d-e053-ca3ca8c0ca7f,48065009,9639,IE05,Southern,IE053,South-West,CC,Cork City,17065,48065,Tivoli B,48065009,A048065009,5
1501,4c07d11e-2027-851d-e053-ca3ca8c0ca7f,48064002,9640,IE05,Southern,IE053,South-West,CC,Cork City,17064,48064,Tivoli A,48064002,A048064002,7
1514,4c07d11e-203f-851d-e053-ca3ca8c0ca7f,48047007,9641,IE05,Southern,IE053,South-West,CC,Cork City,17047,48047,Montenotte A,48047007,A048047007,5
1515,4c07d11e-2040-851d-e053-ca3ca8c0ca7f,48047005,9642,IE05,Southern,IE053,South-West,CC,Cork City,17047,48047,Montenotte A,48047005,A048047005,4
1207,4c07d11e-1c44-851d-e053-ca3ca8c0ca7f,48030003,9656,IE05,Southern,IE053,South-West,CC,Cork City,17029,48030,Gillabbey C,48030003,A048030003,7
1216,4c07d11e-1c4d-851d-e053-ca3ca8c0ca7f,47132057,9660,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132057,A047132057,4
1217,4c07d11e-1c4e-851d-e053-ca3ca8c0ca7f,47132059,9661,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132059,A047132059,4
1252,4c07d11e-1c71-851d-e053-ca3ca8c0ca7f,47016055,9662,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016055,A047016055,4
1347,4c07d11e-1cd0-851d-e053-ca3ca8c0ca7f,48033002,9663,IE05,Southern,IE053,South-West,CC,Cork City,17032,48033,Glasheen C,48033002,A048033002,5
1357,4c07d11e-1cda-851d-e053-ca3ca8c0ca7f,48032003,9664,IE05,Southern,IE053,South-West,CC,Cork City,17031,48032,Glasheen B,48032003,A048032003,5
1208,4c07d11e-1c45-851d-e053-ca3ca8c0ca7f,48030005,9665,IE05,Southern,IE053,South-West,CC,Cork City,17029,48030,Gillabbey C,48030005,A048030005,7
1219,4c07d11e-1c50-851d-e053-ca3ca8c0ca7f,48051009,9666,IE05,Southern,IE053,South-West,CC,Cork City,17054,48051,Shanakiel,48051009,A048051009,5
1220,4c07d11e-1c51-851d-e053-ca3ca8c0ca7f,48051011,9667,IE05,Southern,IE053,South-West,CC,Cork City,17054,48051,Shanakiel,48051011,A048051011,5
1324,4c07d11e-1cb9-851d-e053-ca3ca8c0ca7f,48016002,9668,IE05,Southern,IE053,South-West,CC,Cork City,17016,48016,Churchfield,48016002,A048016002,6
1499,4c07d11e-2025-851d-e053-ca3ca8c0ca7f,48012004,9669,IE05,Southern,IE053,South-West,CC,Cork City,17012,48012,Blackpool B,48012004,A048012004,5
1500,4c07d11e-2026-851d-e053-ca3ca8c0ca7f,48047009,9670,IE05,Southern,IE053,South-West,CC,Cork City,17047,48047,Montenotte A,48047009,A048047009,7
1253,4c07d11e-1c72-851d-e053-ca3ca8c0ca7f,48060005,9671,IE05,Southern,IE053,South-West,CC,Cork City,17060,48060,Sundays Well B,48060005,A048060005,7
1297,4c07d11e-1c9e-851d-e053-ca3ca8c0ca7f,48036003,9672,IE05,Southern,IE053,South-West,CC,Cork City,17035,48036,Gurranebraher B,48036003,A048036003,6
1298,4c07d11e-1c9f-851d-e053-ca3ca8c0ca7f,48016001,9673,IE05,Southern,IE053,South-West,CC,Cork City,17016,48016,Churchfield,48016001,A048016001,6
1299,4c07d11e-1ca0-851d-e053-ca3ca8c0ca7f,48016004,9674,IE05,Southern,IE053,South-West,CC,Cork City,17016,48016,Churchfield,48016004,A048016004,6
1543,4c07d11e-2065-851d-e053-ca3ca8c0ca7f,48062014,9675,IE05,Southern,IE053,South-West,CC,Cork City,17062,48062,The Glen B,48062014,A048062014,2
1310,4c07d11e-1cab-851d-e053-ca3ca8c0ca7f,48021003,9676,IE05,Southern,IE053,South-West,CC,Cork City,17021,48021,Fair Hill A,48021003,A048021003,6
1311,4c07d11e-1cac-851d-e053-ca3ca8c0ca7f,48038005,9677,IE05,Southern,IE053,South-West,CC,Cork City,17038,48038,Gurranebraher E,48038005,A048038005,6
1325,4c07d11e-1cba-851d-e053-ca3ca8c0ca7f,48021002,9678,IE05,Southern,IE053,South-West,CC,Cork City,17021,48021,Fair Hill A,48021002,A048021002,6
1246,4c07d11e-1c6b-851d-e053-ca3ca8c0ca7f,48069004,9679,IE05,Southern,IE053,South-West,CC,Cork City,17069,48069,Tramore B,48069004,A048069004,2
1247,4c07d11e-1c6c-851d-e053-ca3ca8c0ca7f,48068002,9680,IE05,Southern,IE053,South-West,CC,Cork City,17068,48068,Tramore A,48068002,A048068002,7
1336,4c07d11e-1cc5-851d-e053-ca3ca8c0ca7f,48022003,9681,IE05,Southern,IE053,South-West,CC,Cork City,17022,48022,Fair Hill B,48022003,A048022003,6
1255,4c07d11e-1c74-851d-e053-ca3ca8c0ca7f,48069002,9682,IE05,Southern,IE053,South-West,CC,Cork City,17069,48069,Tramore B,48069002,A048069002,5
1256,4c07d11e-1c75-851d-e053-ca3ca8c0ca7f,48068001,9683,IE05,Southern,IE053,South-West,CC,Cork City,17068,48068,Tramore A,48068001,A048068001,5
1262,4c07d11e-1c7b-851d-e053-ca3ca8c0ca7f,48039005,9684,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039005,A048039005,6
1263,4c07d11e-1c7c-851d-e053-ca3ca8c0ca7f,48039007,9685,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039007,A048039007,3
1272,4c07d11e-1c85-851d-e053-ca3ca8c0ca7f,48039003,9686,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039003,A048039003,6
1273,4c07d11e-1c86-851d-e053-ca3ca8c0ca7f,48039004,9687,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039004,A048039004,6
1283,4c07d11e-1c90-851d-e053-ca3ca8c0ca7f,048039002/048039012,9688,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039002,A048039002,6
1284,4c07d11e-1c91-851d-e053-ca3ca8c0ca7f,48039006,9689,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039006,A048039006,3
1285,4c07d11e-1c92-851d-e053-ca3ca8c0ca7f,48039001,9690,IE05,Southern,IE053,South-West,CC,Cork City,17039,48039,Knocknaheeny,48039001,A048039001,6
1436,4c07d11e-1ecf-851d-e053-ca3ca8c0ca7f,47270009,9702,IE05,Southern,IE053,South-West,CK,Cork County,18100,47270,Ovens,47270009,A047270009,3
1442,4c07d11e-1ed9-851d-e053-ca3ca8c0ca7f,47016002,9703,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016002,A047016002,4
1489,4c07d11e-1f3b-851d-e053-ca3ca8c0ca7f,47178011,9704,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178011,A047178011,3
1490,4c07d11e-1f3c-851d-e053-ca3ca8c0ca7f,48010006,9705,IE05,Southern,IE053,South-West,CC,Cork City,17009,48010,Bishopstown D,48010006,A048010006,5
1491,4c07d11e-1f3d-851d-e053-ca3ca8c0ca7f,48010005,9706,IE05,Southern,IE053,South-West,CC,Cork City,17009,48010,Bishopstown D,48010005,A048010005,5
1492,4c07d11e-1f3e-851d-e053-ca3ca8c0ca7f,48010003,9707,IE05,Southern,IE053,South-West,CC,Cork City,17009,48010,Bishopstown D,48010003,A048010003,5
1497,4c07d11e-1f48-851d-e053-ca3ca8c0ca7f,48007009,9708,IE05,Southern,IE053,South-West,CC,Cork City,17007,48007,Bishopstown B,48007009,A048007009,5
1498,4c07d11e-1f49-851d-e053-ca3ca8c0ca7f,48007005,9709,IE05,Southern,IE053,South-West,CC,Cork City,17007,48007,Bishopstown B,48007005,A048007005,5
1457,4c07d11e-1ef5-851d-e053-ca3ca8c0ca7f,48066003,9710,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066003,A048066003,6
1458,4c07d11e-1ef6-851d-e053-ca3ca8c0ca7f,48066002,9711,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066002,A048066002,6
1475,4c07d11e-1f20-851d-e053-ca3ca8c0ca7f,47250008,9712,IE05,Southern,IE053,South-West,CK,Cork County,18097,47250,Matehy,47250008,A047250008,4
1476,4c07d11e-1f21-851d-e053-ca3ca8c0ca7f,47054010,9713,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054010,A047054010,6
1406,4c07d11e-1ea3-851d-e053-ca3ca8c0ca7f,48008006,9714,IE05,Southern,IE053,South-West,CC,Cork City,17008,48008,Bishopstown C,48008006,A048008006,5
1480,4c07d11e-1f2c-851d-e053-ca3ca8c0ca7f,47054012,9715,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054012,A047054012,4
1481,4c07d11e-1f2d-851d-e053-ca3ca8c0ca7f,47016028,9716,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016028,A047016028,4
1482,4c07d11e-1f2e-851d-e053-ca3ca8c0ca7f,48010002,9717,IE05,Southern,IE053,South-West,CC,Cork City,17009,48010,Bishopstown D,48010002,A048010002,5
1483,4c07d11e-1f2f-851d-e053-ca3ca8c0ca7f,48007007,9718,IE05,Southern,IE053,South-West,CC,Cork City,17007,48007,Bishopstown B,48007007,A048007007,6
1556,4c07d11e-2075-851d-e053-ca3ca8c0ca7f,48046005,9719,IE05,Southern,IE053,South-West,CC,Cork City,17046,48046,Mayfield,48046005,A048046005,6
1561,4c07d11e-207d-851d-e053-ca3ca8c0ca7f,48046006,9720,IE05,Southern,IE053,South-West,CC,Cork City,17046,48046,Mayfield,48046006,A048046006,6
1562,4c07d11e-207e-851d-e053-ca3ca8c0ca7f,48046007,9721,IE05,Southern,IE053,South-West,CC,Cork City,17046,48046,Mayfield,48046007,A048046007,6
1348,4c07d11e-1cd1-851d-e053-ca3ca8c0ca7f,48026003,9722,IE05,Southern,IE053,South-West,CC,Cork City,17026,48026,Farranferris C,48026003,A048026003,6
1275,4c07d11e-1c88-851d-e053-ca3ca8c0ca7f,48014003,9723,IE05,Southern,IE053,South-West,CC,Cork City,17014,48014,Centre A,48014003,A048014003,7
1276,4c07d11e-1c89-851d-e053-ca3ca8c0ca7f,48014004,9724,IE05,Southern,IE053,South-West,CC,Cork City,17014,48014,Centre A,48014004,A048014004,7
1355,4c07d11e-1cd8-851d-e053-ca3ca8c0ca7f,47132011,9725,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132011,A047132011,4
1462,4c07d11e-1f01-851d-e053-ca3ca8c0ca7f,48066006,9726,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066006,A048066006,5
1228,4c07d11e-1c59-851d-e053-ca3ca8c0ca7f,47132083,9727,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132083,A047132083,3
1341,4c07d11e-1cca-851d-e053-ca3ca8c0ca7f,47132043,9728,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132043,A047132043,5
1407,4c07d11e-1ea4-851d-e053-ca3ca8c0ca7f,48008015,9729,IE05,Southern,IE053,South-West,CC,Cork City,17008,48008,Bishopstown C,48008015,A048008015,5
1408,4c07d11e-1ea5-851d-e053-ca3ca8c0ca7f,48010001,9730,IE05,Southern,IE053,South-West,CC,Cork City,17009,48010,Bishopstown D,48010001,A048010001,5
1242,4c07d11e-1c67-851d-e053-ca3ca8c0ca7f,47016062,9731,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016062,A047016062,7
1251,4c07d11e-1c70-851d-e053-ca3ca8c0ca7f,47016065,9732,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016065,A047016065,3
1533,4c07d11e-2058-851d-e053-ca3ca8c0ca7f,48019003,9733,IE05,Southern,IE053,South-West,CC,Cork City,17019,48019,Commons,48019003,A048019003,7
1534,4c07d11e-2059-851d-e053-ca3ca8c0ca7f,48062013,9734,IE05,Southern,IE053,South-West,CC,Cork City,17062,48062,The Glen B,48062013,A048062013,7
1351,4c07d11e-1cd4-851d-e053-ca3ca8c0ca7f,48023008,9735,IE05,Southern,IE053,South-West,CC,Cork City,17023,48023,Fair Hill C,48023008,A048023008,6
1261,4c07d11e-1c7a-851d-e053-ca3ca8c0ca7f,47016044,9736,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016044,A047016044,4
1414,4c07d11e-1eaf-851d-e053-ca3ca8c0ca7f,47136002,9737,IE05,Southern,IE053,South-West,CK,Cork County,18271,47136,Drishane,47136002,A047136002,5
1240,4c07d11e-1c65-851d-e053-ca3ca8c0ca7f,47016057,9738,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016057,A047016057,2
1241,4c07d11e-1c66-851d-e053-ca3ca8c0ca7f,47016020,9739,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016020,A047016020,5
1271,4c07d11e-1c84-851d-e053-ca3ca8c0ca7f,47016017,9740,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016017,A047016017,5
1463,4c07d11e-1f07-851d-e053-ca3ca8c0ca7f,47016023,9741,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016023,A047016023,5
1464,4c07d11e-1f08-851d-e053-ca3ca8c0ca7f,47016038,9742,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016038,A047016038,3
1420,4c07d11e-1eb8-851d-e053-ca3ca8c0ca7f,47136001,9747,IE05,Southern,IE053,South-West,CK,Cork County,18271,47136,Drishane,47136001,A047136001,3
1421,4c07d11e-1eb9-851d-e053-ca3ca8c0ca7f,47263005,9748,IE05,Southern,IE053,South-West,CK,Cork County,18027,47263,Moviddy,47263005,A047263005,3
1439,4c07d11e-1ed2-851d-e053-ca3ca8c0ca7f,47178013,9749,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178013,A047178013,3
1443,4c07d11e-1eda-851d-e053-ca3ca8c0ca7f,47270005,9750,IE05,Southern,IE053,South-West,CK,Cork County,18100,47270,Ovens,47270005,A047270005,4
1447,4c07d11e-1ee4-851d-e053-ca3ca8c0ca7f,47016001,9751,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016001,A047016001,3
1448,4c07d11e-1ee5-851d-e053-ca3ca8c0ca7f,47016053,9752,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016053,A047016053,4
1450,4c07d11e-1ee7-851d-e053-ca3ca8c0ca7f,48066001,9753,IE05,Southern,IE053,South-West,CC,Cork City,17066,48066,Togher A,48066001,A048066001,5
1456,4c07d11e-1ef4-851d-e053-ca3ca8c0ca7f,48009004,9754,IE05,Southern,IE053,South-West,CC,Cork City,17010,48009,Bishopstown E,48009004,A048009004,5
1468,4c07d11e-1f12-851d-e053-ca3ca8c0ca7f,47016037,9755,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016037,A047016037,3
1469,4c07d11e-1f13-851d-e053-ca3ca8c0ca7f,47016011,9756,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016011,A047016011,3
1470,4c07d11e-1f14-851d-e053-ca3ca8c0ca7f,47054013,9757,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054013,A047054013,3
1444,4c07d11e-1edb-851d-e053-ca3ca8c0ca7f,47178003,9758,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178003,A047178003,5
1445,4c07d11e-1edc-851d-e053-ca3ca8c0ca7f,47178016,9759,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178016,A047178016,3
1465,4c07d11e-1f09-851d-e053-ca3ca8c0ca7f,47072021,9760,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072021,A047072021,3
1446,4c07d11e-1edd-851d-e053-ca3ca8c0ca7f,47178015,9761,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178015,A047178015,7
1449,4c07d11e-1ee6-851d-e053-ca3ca8c0ca7f,47235003,9762,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235003,A047235003,5
