,GUID,SMALL_AREA,OBJECTID,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,SA_PUB2011,GEOGID.x,Clusters
1,4c07d11d-f3ce-851d-e053-ca3ca8c0ca7f,47161002,574,IE05,Southern,IE053,South-West,CK,Cork County,18159,47161,Glenlara,47161002,A047161002,1
2,4c07d11d-f3cf-851d-e053-ca3ca8c0ca7f,47161001,575,IE05,Southern,IE053,South-West,CK,Cork County,18159,47161,Glenlara,47161001,A047161001,1
3,4c07d11d-f3d0-851d-e053-ca3ca8c0ca7f,47043001,576,IE05,Southern,IE053,South-West,CK,Cork County,18148,47043,Barleyhill,47043001,A047043001,1
43,4c07d11d-f436-851d-e053-ca3ca8c0ca7f,47196001,577,IE05,Southern,IE053,South-West,CK,Cork County,18280,47196,Kildorrery,47196001,A047196001,1
44,4c07d11d-f437-851d-e053-ca3ca8c0ca7f,47299001,578,IE05,Southern,IE053,South-West,CK,Cork County,18243,47299,Streamhill,47299001,A047299001,1
45,4c07d11d-f438-851d-e053-ca3ca8c0ca7f,47012002,579,IE05,Southern,IE053,South-West,CK,Cork County,18221,47012,Ardskeagh,47012002,A047012002,1
46,4c07d11d-f43a-851d-e053-ca3ca8c0ca7f,47196003,581,IE05,Southern,IE053,South-West,CK,Cork County,18280,47196,Kildorrery,47196003,A047196003,1
65,4c07d11d-f53d-851d-e053-ca3ca8c0ca7f,47268003,622,IE05,Southern,IE053,South-West,CK,Cork County,18171,47268,Newtown,47268003,A047268003,1
142,4c07d11d-f7f1-851d-e053-ca3ca8c0ca7f,47150002,930,IE05,Southern,IE053,South-West,CK,Cork County,18186,47150,Farranbrien,47150002,A047150002,1
143,4c07d11d-f7f2-851d-e053-ca3ca8c0ca7f,47115002,931,IE05,Southern,IE053,South-West,CK,Cork County,18253,47115,Corkbeg,47115002,A047115002,1
144,4c07d11d-f7f3-851d-e053-ca3ca8c0ca7f,47064022,932,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064022,A047064022,2
145,4c07d11d-f7f4-851d-e053-ca3ca8c0ca7f,047106026/047106029,933,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,047106026/047106029,A047106026/047106029,2
146,4c07d11d-f7f5-851d-e053-ca3ca8c0ca7f,47175002,934,IE05,Southern,IE053,South-West,CK,Cork County,18258,47175,Inch,47175002,A047175002,1
147,4c07d11d-f7f6-851d-e053-ca3ca8c0ca7f,47175001,935,IE05,Southern,IE053,South-West,CK,Cork County,18258,47175,Inch,47175001,A047175001,1
148,4c07d11d-f7f7-851d-e053-ca3ca8c0ca7f,47064011,936,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064011,A047064011,2
149,4c07d11d-f7f8-851d-e053-ca3ca8c0ca7f,47077013,937,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077013,A047077013,1
150,4c07d11d-f7f9-851d-e053-ca3ca8c0ca7f,47240002,938,IE05,Southern,IE053,South-West,CK,Cork County,18259,47240,Lisgoold,47240002,A047240002,1
151,4c07d11d-f7fa-851d-e053-ca3ca8c0ca7f,47195001,939,IE05,Southern,IE053,South-West,CK,Cork County,18138,47195,Kildinan,47195001,A047195001,1
152,4c07d11d-f7fb-851d-e053-ca3ca8c0ca7f,47240001,940,IE05,Southern,IE053,South-West,CK,Cork County,18259,47240,Lisgoold,47240001,A047240001,1
153,4c07d11d-f7fc-851d-e053-ca3ca8c0ca7f,47302001,941,IE05,Southern,IE053,South-West,CK,Cork County,18263,47302,Templebodan,47302001,A047302001,1
154,4c07d11d-f7fd-851d-e053-ca3ca8c0ca7f,47190001,942,IE05,Southern,IE053,South-West,CK,Cork County,18136,47190,Kilcor,47190001,A047190001,1
155,4c07d11d-f7fe-851d-e053-ca3ca8c0ca7f,47308001,943,IE05,Southern,IE053,South-West,CK,Cork County,18264,47308,Templenacarriga,47308001,A047308001,1
156,4c07d11d-f7ff-851d-e053-ca3ca8c0ca7f,47143001,944,IE05,Southern,IE053,South-West,CK,Cork County,18255,47143,Dungourney,47143001,A047143001,1
157,4c07d11d-f800-851d-e053-ca3ca8c0ca7f,47259001,945,IE05,Southern,IE053,South-West,CK,Cork County,18261,47259,Mogeely,47259001,A047259001,1
158,4c07d11d-f801-851d-e053-ca3ca8c0ca7f,47143002,946,IE05,Southern,IE053,South-West,CK,Cork County,18255,47143,Dungourney,47143002,A047143002,1
159,4c07d11d-f802-851d-e053-ca3ca8c0ca7f,47202004,947,IE05,Southern,IE053,South-West,CK,Cork County,18323,47202,Killeagh,47202004,A047202004,1
160,4c07d11d-f803-851d-e053-ca3ca8c0ca7f,47102001,948,IE05,Southern,IE053,South-West,CK,Cork County,18251,47102,Clonmult,47102001,A047102001,1
161,4c07d11d-f804-851d-e053-ca3ca8c0ca7f,47038001,949,IE05,Southern,IE053,South-West,CK,Cork County,18123,47038,Ballynoe,47038001,A047038001,1
833,4c07d11e-0f93-851d-e053-ca3ca8c0ca7f,47303001,4001,IE05,Southern,IE053,South-West,CK,Cork County,18195,47303,Templebreedy,47303001,A047303001,2
889,4c07d11e-1068-851d-e053-ca3ca8c0ca7f,47318005,4214,IE05,Southern,IE053,South-West,CK,Cork County,18144,47318,Watergrasshill,47318005,A047318005,1
890,4c07d11e-1069-851d-e053-ca3ca8c0ca7f,47278001,4215,IE05,Southern,IE053,South-West,CK,Cork County,18143,47278,Rathcormack,47278001,A047278001,3
891,4c07d11e-106a-851d-e053-ca3ca8c0ca7f,47168002,4216,IE05,Southern,IE053,South-West,CK,Cork County,18135,47168,Gortroe,47168002,A047168002,1
892,4c07d11e-106b-851d-e053-ca3ca8c0ca7f,47168001,4217,IE05,Southern,IE053,South-West,CK,Cork County,18135,47168,Gortroe,47168001,A047168001,1
893,4c07d11e-106c-851d-e053-ca3ca8c0ca7f,47084001,4218,IE05,Southern,IE053,South-West,CK,Cork County,18127,47084,Castlelyons,47084001,A047084001,2
894,4c07d11e-106d-851d-e053-ca3ca8c0ca7f,47039001,4219,IE05,Southern,IE053,South-West,CK,Cork County,18248,47039,Ballyspillane,47039001,A047039001,1
895,4c07d11e-106e-851d-e053-ca3ca8c0ca7f,47202002,4220,IE05,Southern,IE053,South-West,CK,Cork County,18323,47202,Killeagh,47202002,A047202002,2
896,4c07d11e-106f-851d-e053-ca3ca8c0ca7f,47124001,4221,IE05,Southern,IE053,South-West,CK,Cork County,18254,47124,Dangan,47124001,A047124001,1
897,4c07d11e-1070-851d-e053-ca3ca8c0ca7f,47010002,4222,IE05,Southern,IE053,South-West,CK,Cork County,18320,47010,Ardagh,47010002,A047010002,1
898,4c07d11e-10b4-851d-e053-ca3ca8c0ca7f,47038003,4223,IE05,Southern,IE053,South-West,CK,Cork County,18123,47038,Ballynoe,47038003,A047038003,1
899,4c07d11e-10b5-851d-e053-ca3ca8c0ca7f,47038002,4224,IE05,Southern,IE053,South-West,CK,Cork County,18123,47038,Ballynoe,47038002,A047038002,1
900,4c07d11e-10b6-851d-e053-ca3ca8c0ca7f,47192001,4225,IE05,Southern,IE053,South-West,CK,Cork County,18322,47192,Kilcronat,47192001,A047192001,1
901,4c07d11e-10b7-851d-e053-ca3ca8c0ca7f,47205005,4226,IE05,Southern,IE053,South-West,CK,Cork County,18324,47205,Kilmacdonogh,47205005,A047205005,1
902,4c07d11e-10b8-851d-e053-ca3ca8c0ca7f,47103004,4227,IE05,Southern,IE053,South-West,CK,Cork County,18321,47103,Clonpriest,47103004,A047103004,1
903,4c07d11e-10b9-851d-e053-ca3ca8c0ca7f,047103002/047103005,4228,IE05,Southern,IE053,South-West,CK,Cork County,18321,47103,Clonpriest,047103002/047103005,A047103002/047103005,2
834,4c07d11e-0f94-851d-e053-ca3ca8c0ca7f,047115001/047115003,4274,IE05,Southern,IE053,South-West,CK,Cork County,18253,47115,Corkbeg,47115003,A047115003,1
835,4c07d11e-0f95-851d-e053-ca3ca8c0ca7f,47072039,4275,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072039,A047072039,2
836,4c07d11e-0ff1-851d-e053-ca3ca8c0ca7f,47072038,4276,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072038,A047072038,4
837,4c07d11e-0ff2-851d-e053-ca3ca8c0ca7f,47132010,4277,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132010,A047132010,2
838,4c07d11e-0ff3-851d-e053-ca3ca8c0ca7f,47115009,4278,IE05,Southern,IE053,South-West,CK,Cork County,18253,47115,Corkbeg,47115009,A047115009,4
839,4c07d11e-0ff4-851d-e053-ca3ca8c0ca7f,47284003,4279,IE05,Southern,IE053,South-West,CK,Cork County,18262,47284,Rostellan,47284003,A047284003,1
840,4c07d11e-0ff5-851d-e053-ca3ca8c0ca7f,47132045,4280,IE05,Southern,IE053,South-West,CK,Cork County,18086,47132,Douglas,47132045,A047132045,2
841,4c07d11e-0ff6-851d-e053-ca3ca8c0ca7f,47064002,4281,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064002,A047064002,5
842,4c07d11e-0ff7-851d-e053-ca3ca8c0ca7f,47106025,4282,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106025,A047106025,2
843,4c07d11e-0ff8-851d-e053-ca3ca8c0ca7f,47106014,4283,IE05,Southern,IE053,South-West,CK,Cork County,18085,47106,Cobh Rural,47106014,A047106014,2
844,4c07d11e-0ff9-851d-e053-ca3ca8c0ca7f,47064024,4284,IE05,Southern,IE053,South-West,CK,Cork County,18081,47064,Caherlag,47064024,A047064024,2
845,4c07d11e-0ffa-851d-e053-ca3ca8c0ca7f,047077001/02,4285,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077001,A047077001,2
846,4c07d11e-0ffb-851d-e053-ca3ca8c0ca7f,47077012,4286,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077012,A047077012,2
847,4c07d11e-0ffc-851d-e053-ca3ca8c0ca7f,47077004,4287,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077004,A047077004,2
848,4c07d11e-0ffd-851d-e053-ca3ca8c0ca7f,47077003,4288,IE05,Southern,IE053,South-West,CK,Cork County,18249,47077,Carrigtohill,47077003,A047077003,2
849,4c07d11e-0ffe-851d-e053-ca3ca8c0ca7f,47253001,4289,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253001,A047253001,2
850,4c07d11e-0fff-851d-e053-ca3ca8c0ca7f,47253013,4290,IE05,Southern,IE053,South-West,CK,Cork County,18260,47253,Midleton Rural,47253013,A047253013,2
916,4c07d11e-1123-851d-e053-ca3ca8c0ca7f,47159002,4692,IE05,Southern,IE053,South-West,CK,Cork County,18133,47159,Glanworth West,47159002,A047159002,1
904,4c07d11e-10c9-851d-e053-ca3ca8c0ca7f,47201001,4878,IE05,Southern,IE053,South-West,CK,Cork County,18139,47201,Killathy,47201001,A047201001,1
905,4c07d11e-10ca-851d-e053-ca3ca8c0ca7f,47079001,4879,IE05,Southern,IE053,South-West,CK,Cork County,18126,47079,Castle Hyde,47079001,A047079001,1
917,4c07d11e-1124-851d-e053-ca3ca8c0ca7f,47158001,4903,IE05,Southern,IE053,South-West,CK,Cork County,18132,47158,Glanworth East,47158001,A047158001,1
918,4c07d11e-1126-851d-e053-ca3ca8c0ca7f,47128001,4905,IE05,Southern,IE053,South-West,CK,Cork County,18278,47128,Derryvillane,47128001,A047128001,1
919,4c07d11e-1127-851d-e053-ca3ca8c0ca7f,47216002,4906,IE05,Southern,IE053,South-West,CK,Cork County,18282,47216,Kilphelan,47216002,A047216002,1
920,4c07d11e-1128-851d-e053-ca3ca8c0ca7f,47216001,4907,IE05,Southern,IE053,South-West,CK,Cork County,18282,47216,Kilphelan,47216001,A047216001,2
921,4c07d11e-1129-851d-e053-ca3ca8c0ca7f,47248001,4908,IE05,Southern,IE053,South-West,CK,Cork County,18283,47248,Marshalstown,47248001,A047248001,1
922,4c07d11e-112a-851d-e053-ca3ca8c0ca7f,47198001,4909,IE05,Southern,IE053,South-West,CK,Cork County,18281,47198,Kilgullane,47198001,A047198001,1
923,4c07d11e-112b-851d-e053-ca3ca8c0ca7f,47258017,4910,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258017,A047258017,1
924,4c07d11e-112c-851d-e053-ca3ca8c0ca7f,47258016,4911,IE05,Southern,IE053,South-West,CK,Cork County,18284,47258,Mitchelstown,47258016,A047258016,2
587,4c07d11e-021b-851d-e053-ca3ca8c0ca7f,47313005,7020,IE05,Southern,IE053,South-West,CK,Cork County,18307,47313,Tullagh,47313005,A047313005,5
588,4c07d11e-021c-851d-e053-ca3ca8c0ca7f,047200005/047200011,7021,IE05,Southern,IE053,South-West,CK,Cork County,18052,47200,Killaconenagh,047200005/047200011,A047200005/047200011,1
589,4c07d11e-021d-851d-e053-ca3ca8c0ca7f,47295005,7022,IE05,Southern,IE053,South-West,CK,Cork County,18318,47295,Skull,47295005,A047295005,5
591,4c07d11e-021f-851d-e053-ca3ca8c0ca7f,47148005,7023,IE05,Southern,IE053,South-West,CK,Cork County,18037,47148,Durrus West,47148005,A047148005,5
592,4c07d11e-0233-851d-e053-ca3ca8c0ca7f,47294006,7024,IE05,Southern,IE053,South-West,CK,Cork County,18009,47294,Skibbereen Urban,47294006,A047294006,2
593,4c07d11e-0234-851d-e053-ca3ca8c0ca7f,47294005,7025,IE05,Southern,IE053,South-West,CK,Cork County,18009,47294,Skibbereen Urban,47294005,A047294005,5
590,4c07d11e-021e-851d-e053-ca3ca8c0ca7f,47148004,7032,IE05,Southern,IE053,South-West,CK,Cork County,18037,47148,Durrus West,47148004,A047148004,2
620,4c07d11e-0313-851d-e053-ca3ca8c0ca7f,47117004,7033,IE05,Southern,IE053,South-West,CK,Cork County,18062,47117,Courtmacsherry,47117004,A047117004,5
621,4c07d11e-0314-851d-e053-ca3ca8c0ca7f,47117002,7034,IE05,Southern,IE053,South-West,CK,Cork County,18062,47117,Courtmacsherry,47117002,A047117002,3
622,4c07d11e-0315-851d-e053-ca3ca8c0ca7f,47033017,7035,IE05,Southern,IE053,South-West,CK,Cork County,18013,47033,Ballymodan,47033017,A047033017,5
617,4c07d11e-02d9-851d-e053-ca3ca8c0ca7f,47145004,7090,IE05,Southern,IE053,South-West,CK,Cork County,18114,47145,Dunmanway North,47145004,A047145004,5
612,4c07d11e-02ae-851d-e053-ca3ca8c0ca7f,47146005,7096,IE05,Southern,IE053,South-West,CK,Cork County,18115,47146,Dunmanway South,47146005,A047146005,1
614,4c07d11e-02b8-851d-e053-ca3ca8c0ca7f,47146004,7097,IE05,Southern,IE053,South-West,CK,Cork County,18115,47146,Dunmanway South,47146004,A047146004,5
615,4c07d11e-02b9-851d-e053-ca3ca8c0ca7f,47145003,7098,IE05,Southern,IE053,South-West,CK,Cork County,18114,47145,Dunmanway North,47145003,A047145003,6
623,4c07d11e-0316-851d-e053-ca3ca8c0ca7f,47325009,7107,IE05,Southern,IE053,South-West,CK,Cork County,18015,47325,Bandon,47325009,A047325009,7
634,4c07d11e-0369-851d-e053-ca3ca8c0ca7f,47032004,7108,IE05,Southern,IE053,South-West,CK,Cork County,18182,47032,Ballymartle,47032004,A047032004,3
635,4c07d11e-036a-851d-e053-ca3ca8c0ca7f,047239015/02,7109,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239015,A047239015,4
636,4c07d11e-0388-851d-e053-ca3ca8c0ca7f,47239011,7110,IE05,Southern,IE053,South-West,CK,Cork County,18193,47239,Liscleary,47239011,A047239011,3
1049,4c07d11e-1721-851d-e053-ca3ca8c0ca7f,47245005,7197,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245005,A047245005,3
1050,4c07d11e-1722-851d-e053-ca3ca8c0ca7f,47060006,7221,IE05,Southern,IE053,South-West,CK,Cork County,18224,47060,Buttevant,47060006,A047060006,2
1058,4c07d11e-172a-851d-e053-ca3ca8c0ca7f,47260003,7273,IE05,Southern,IE053,South-West,CK,Cork County,18237,47260,Monanimy,47260003,A047260003,5
1089,4c07d11e-1749-851d-e053-ca3ca8c0ca7f,47090016,7274,IE05,Southern,IE053,South-West,CK,Cork County,18239,47090,Rathluirc,47090016,A047090016,5
720,4c07d11e-0579-851d-e053-ca3ca8c0ca7f,47170002,7318,IE05,Southern,IE053,South-West,CK,Cork County,18161,47170,Greenane,47170002,A047170002,2
721,4c07d11e-057c-851d-e053-ca3ca8c0ca7f,47217004,7351,IE05,Southern,IE053,South-West,CK,Cork County,18233,47217,Kilshannig,47217004,A047217004,1
722,4c07d11e-057d-851d-e053-ca3ca8c0ca7f,47140009,7352,IE05,Southern,IE053,South-West,CK,Cork County,18230,47140,Dromore,47140009,A047140009,2
723,4c07d11e-057e-851d-e053-ca3ca8c0ca7f,47246004,7353,IE05,Southern,IE053,South-West,CK,Cork County,18007,47246,Mallow South Urban,47246004,A047246004,7
724,4c07d11e-057f-851d-e053-ca3ca8c0ca7f,47324004,7354,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324004,A047324004,4
725,4c07d11e-0580-851d-e053-ca3ca8c0ca7f,47324014,7355,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324014,A047324014,4
726,4c07d11e-0581-851d-e053-ca3ca8c0ca7f,47245012,7356,IE05,Southern,IE053,South-West,CK,Cork County,18235,47245,Mallow Rural,47245012,A047245012,3
727,4c07d11e-0582-851d-e053-ca3ca8c0ca7f,47206001,7357,IE05,Southern,IE053,South-West,CK,Cork County,18232,47206,Kilmaclenine,47206001,A047206001,5
728,4c07d11e-0583-851d-e053-ca3ca8c0ca7f,47260004,7358,IE05,Southern,IE053,South-West,CK,Cork County,18237,47260,Monanimy,47260004,A047260004,2
729,4c07d11e-0584-851d-e053-ca3ca8c0ca7f,47060008,7359,IE05,Southern,IE053,South-West,CK,Cork County,18224,47060,Buttevant,47060008,A047060008,6
730,4c07d11e-0585-851d-e053-ca3ca8c0ca7f,47268002,7360,IE05,Southern,IE053,South-West,CK,Cork County,18171,47268,Newtown,47268002,A047268002,1
731,4c07d11e-0586-851d-e053-ca3ca8c0ca7f,47090001,7361,IE05,Southern,IE053,South-West,CK,Cork County,18239,47090,Rathluirc,47090001,A047090001,3
1090,4c07d11e-174a-851d-e053-ca3ca8c0ca7f,47090011,7367,IE05,Southern,IE053,South-West,CK,Cork County,18239,47090,Rathluirc,47090011,A047090011,7
732,4c07d11e-0587-851d-e053-ca3ca8c0ca7f,47012001,7430,IE05,Southern,IE053,South-West,CK,Cork County,18221,47012,Ardskeagh,47012001,A047012001,2
733,4c07d11e-0588-851d-e053-ca3ca8c0ca7f,47129006,7431,IE05,Southern,IE053,South-West,CK,Cork County,18229,47129,Doneraile,47129006,A047129006,1
1036,4c07d11e-1714-851d-e053-ca3ca8c0ca7f,48061005,7488,IE05,Southern,IE053,South-West,CC,Cork City,17061,48061,The Glen A,48061005,A048061005,5
1037,4c07d11e-1715-851d-e053-ca3ca8c0ca7f,48048006,7489,IE05,Southern,IE053,South-West,CC,Cork City,17048,48048,Montenotte B,48048006,A048048006,5
1038,4c07d11e-1716-851d-e053-ca3ca8c0ca7f,48064007,7490,IE05,Southern,IE053,South-West,CC,Cork City,17064,48064,Tivoli A,48064007,A048064007,2
1096,4c07d11e-1750-851d-e053-ca3ca8c0ca7f,47090017,7491,IE05,Southern,IE053,South-West,CK,Cork County,18239,47090,Rathluirc,47090017,A047090017,5
1097,4c07d11e-1751-851d-e053-ca3ca8c0ca7f,47196002,7492,IE05,Southern,IE053,South-West,CK,Cork County,18280,47196,Kildorrery,47196002,A047196002,3
1117,4c07d11e-1769-851d-e053-ca3ca8c0ca7f,47072023,7494,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072023,A047072023,3
1041,4c07d11e-1719-851d-e053-ca3ca8c0ca7f,47183004,7497,IE05,Southern,IE053,South-West,CK,Cork County,18022,47183,Kilbonane,47183004,A047183004,4
1042,4c07d11e-171a-851d-e053-ca3ca8c0ca7f,47270003,7498,IE05,Southern,IE053,South-West,CK,Cork County,18100,47270,Ovens,47270003,A047270003,2
1043,4c07d11e-171b-851d-e053-ca3ca8c0ca7f,47028003,7499,IE05,Southern,IE053,South-West,CK,Cork County,18012,47028,Ballygroman,47028003,A047028003,3
1078,4c07d11e-173e-851d-e053-ca3ca8c0ca7f,47250006,7500,IE05,Southern,IE053,South-West,CK,Cork County,18097,47250,Matehy,47250006,A047250006,4
1079,4c07d11e-173f-851d-e053-ca3ca8c0ca7f,47054014,7501,IE05,Southern,IE053,South-West,CK,Cork County,18080,47054,Blarney,47054014,A047054014,4
1080,4c07d11e-1740-851d-e053-ca3ca8c0ca7f,48007006,7502,IE05,Southern,IE053,South-West,CC,Cork City,17007,48007,Bishopstown B,48007006,A048007006,6
1125,4c07d11e-1776-851d-e053-ca3ca8c0ca7f,47072036,7503,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072036,A047072036,5
1126,4c07d11e-1777-851d-e053-ca3ca8c0ca7f,47072029,7504,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072029,A047072029,5
1081,4c07d11e-1741-851d-e053-ca3ca8c0ca7f,48059002,7510,IE05,Southern,IE053,South-West,CC,Cork City,17059,48059,Sundays Well A,48059002,A048059002,5
1082,4c07d11e-1742-851d-e053-ca3ca8c0ca7f,48059001,7511,IE05,Southern,IE053,South-West,CC,Cork City,17059,48059,Sundays Well A,48059001,A048059001,5
1095,4c07d11e-174f-851d-e053-ca3ca8c0ca7f,47277020,7512,IE05,Southern,IE053,South-West,CK,Cork County,18101,47277,Rathcooney (Part Rural),47277020,A047277020,6
1103,4c07d11e-1757-851d-e053-ca3ca8c0ca7f,47277025,7513,IE05,Southern,IE053,South-West,CK,Cork County,18101,47277,Rathcooney (Part Rural),47277025,A047277025,4
1104,4c07d11e-1758-851d-e053-ca3ca8c0ca7f,47277026,7514,IE05,Southern,IE053,South-West,CK,Cork County,18101,47277,Rathcooney (Part Rural),47277026,A047277026,5
1064,4c07d11e-1730-851d-e053-ca3ca8c0ca7f,48008005,7517,IE05,Southern,IE053,South-West,CC,Cork City,17008,48008,Bishopstown C,48008005,A048008005,4
1071,4c07d11e-1737-851d-e053-ca3ca8c0ca7f,48031003,7518,IE05,Southern,IE053,South-West,CC,Cork City,17030,48031,Glasheen A,48031003,A048031003,5
1072,4c07d11e-1738-851d-e053-ca3ca8c0ca7f,48006003,7519,IE05,Southern,IE053,South-West,CC,Cork City,17006,48006,Bishopstown A,48006003,A048006003,5
1051,4c07d11e-1723-851d-e053-ca3ca8c0ca7f,47016051,7542,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016051,A047016051,3
1052,4c07d11e-1724-851d-e053-ca3ca8c0ca7f,47016061,7543,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016061,A047016061,3
1091,4c07d11e-174b-851d-e053-ca3ca8c0ca7f,48010004,7544,IE05,Southern,IE053,South-West,CC,Cork City,17009,48010,Bishopstown D,48010004,A048010004,5
1098,4c07d11e-1752-851d-e053-ca3ca8c0ca7f,47178017,7545,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178017,A047178017,3
1127,4c07d11e-1778-851d-e053-ca3ca8c0ca7f,47072008,7546,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072008,A047072008,4
1128,4c07d11e-1779-851d-e053-ca3ca8c0ca7f,47072006,7547,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072006,A047072006,3
1129,4c07d11e-177a-851d-e053-ca3ca8c0ca7f,47072001,7548,IE05,Southern,IE053,South-West,CK,Cork County,18082,47072,Carrigaline,47072001,A047072001,2
979,4c07d11e-16d7-851d-e053-ca3ca8c0ca7f,47235016,7549,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235016,A047235016,3
980,4c07d11e-16d8-851d-e053-ca3ca8c0ca7f,047235026/01,7550,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235026,A047235026,7
1015,4c07d11e-16ff-851d-e053-ca3ca8c0ca7f,48041002,7553,IE05,Southern,IE053,South-West,CC,Cork City,17041,48041,Knockrea B,48041002,A048041002,5
1016,4c07d11e-1700-851d-e053-ca3ca8c0ca7f,48064006,7554,IE05,Southern,IE053,South-West,CC,Cork City,17064,48064,Tivoli A,48064006,A048064006,5
1092,4c07d11e-174c-851d-e053-ca3ca8c0ca7f,48051006,7555,IE05,Southern,IE053,South-West,CC,Cork City,17054,48051,Shanakiel,48051006,A048051006,5
1093,4c07d11e-174d-851d-e053-ca3ca8c0ca7f,47298016,7556,IE05,Southern,IE053,South-West,CK,Cork County,18103,47298,St. Mary's (Part Rural),47298016,A047298016,6
1006,4c07d11e-16f6-851d-e053-ca3ca8c0ca7f,48061007,7562,IE05,Southern,IE053,South-West,CC,Cork City,17061,48061,The Glen A,48061007,A048061007,6
1007,4c07d11e-16f7-851d-e053-ca3ca8c0ca7f,48062010,7563,IE05,Southern,IE053,South-West,CC,Cork City,17062,48062,The Glen B,48062010,A048062010,6
1008,4c07d11e-16f8-851d-e053-ca3ca8c0ca7f,48041005,7564,IE05,Southern,IE053,South-West,CC,Cork City,17041,48041,Knockrea B,48041005,A048041005,5
1018,4c07d11e-1702-851d-e053-ca3ca8c0ca7f,47324007,7575,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324007,A047324007,5
1019,4c07d11e-1703-851d-e053-ca3ca8c0ca7f,47246011,7576,IE05,Southern,IE053,South-West,CK,Cork County,18007,47246,Mallow South Urban,47246011,A047246011,5
1020,4c07d11e-1704-851d-e053-ca3ca8c0ca7f,47246010,7577,IE05,Southern,IE053,South-West,CK,Cork County,18007,47246,Mallow South Urban,47246010,A047246010,6
1029,4c07d11e-170d-851d-e053-ca3ca8c0ca7f,47324009,7578,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324009,A047324009,3
1030,4c07d11e-170e-851d-e053-ca3ca8c0ca7f,47324010,7579,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324010,A047324010,3
1039,4c07d11e-1717-851d-e053-ca3ca8c0ca7f,47324024,7580,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324024,A047324024,3
1099,4c07d11e-1753-851d-e053-ca3ca8c0ca7f,47178018,7581,IE05,Southern,IE053,South-West,CK,Cork County,18092,47178,Inishkenny,47178018,A047178018,3
1040,4c07d11e-1718-851d-e053-ca3ca8c0ca7f,47324012,7582,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324012,A047324012,3
1048,4c07d11e-1720-851d-e053-ca3ca8c0ca7f,47324020,7583,IE05,Southern,IE053,South-West,CK,Cork County,18006,47324,Mallow North Urban,47324020,A047324020,5
1061,4c07d11e-172d-851d-e053-ca3ca8c0ca7f,47016032,7586,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016032,A047016032,4
1062,4c07d11e-172e-851d-e053-ca3ca8c0ca7f,47016035,7587,IE05,Southern,IE053,South-West,CK,Cork County,18075,47016,Ballincollig,47016035,A047016035,6
1100,4c07d11e-1754-851d-e053-ca3ca8c0ca7f,047235024/02,7588,IE05,Southern,IE053,South-West,CK,Cork County,18096,47235,Lehenagh,47235024,A047235024,3
